analysis,n_attempted_audit_participants,n_ratio_c3_applicable,n_nb_classifiable,positives,false_positive_rate_classifiable,wilson95_low,wilson95_high,positive_rate_all_attempted,reason_counts,multiplicity,effect_threshold,p_threshold_one_sided
Exploratory NB C3 calibration check,500,440,209,8,0.03827751196172249,0.019521204115418904,0.07370057199263408,0.016,"{""classifiable"": 209, ""fewer_than_required_complete_ilp_cycles"": 268, ""seizure_days_below_minimum"": 23}",Standalone exploratory C3 family; no cross-family adjustment,1.62,0.05
