analysis,n_attempted_audit_participants,n_ratio_c3_applicable,n_nb_classifiable,positives,false_positive_rate_classifiable,wilson95_low,wilson95_high,positive_rate_all_attempted,reason_counts,multiplicity,effect_threshold,p_threshold_one_sided
Exploratory NB C3 calibration check,500,430,205,7,0.03414634146341464,0.016637111911388617,0.06879352490489765,0.014,"{""classifiable"": 205, ""fewer_than_required_complete_ilp_cycles"": 271, ""seizure_days_below_minimum"": 24}",Standalone exploratory C3 family; no cross-family adjustment,1.62,0.05
