table_type,subset,cohort,window_type,window_value,definition,phase_mode,assumption_based_historical,n_windows,n_classifiable,positives,false_positive_rate,wilson95_low,wilson95_high,indeterminate_rate,positive_rate_all_attempted,unstable_denominator,interpretation_note,n_participants,pattern_category,indeterminate_reason,n_indeterminate,p_prevalence_ge_39_1,p_prevalence_ge_44_2
window_false_positive,cycle_regularity:SD cycle length >=4 days,healthy_ovulatory,cycle,12,H4_reddy2007_any_phase2x_any,strict_herzog,True,12,10.0,5.0,0.5,0.236593090512564,0.7634069094874361,0.16666666666666663,0.4166666666666667,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,healthy_ovulatory,full,full_diary,H4_reddy2007_any_phase2x_any,strict_herzog,True,12,12.0,4.0,0.3333333333333333,0.13812009109121315,0.6093779111272004,0.0,0.3333333333333333,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,1,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,3,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,4,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,6,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,9,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,12,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,18,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,24,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,36,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,cycle,3,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,cycle,6,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,cycle,12,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,full,full_diary,H4_reddy2007_any_phase2x_any,luteal_anchored_ovulatory,True,56,0.0,0.0,,,,1.0,0.0,False,,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,1,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,46.0,44.0,0.9565217391304348,0.8546774097378094,0.9879945544014435,0.1785714285714286,0.7857142857142857,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,3,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,52.0,38.0,0.7307692307692307,0.5974778016637287,0.8323103970483349,0.0714285714285714,0.6785714285714286,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,4,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,52.0,37.0,0.7115384615384616,0.5772721196331574,0.8167003958529009,0.0714285714285714,0.6607142857142857,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,6,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,54.0,35.0,0.6481481481481481,0.5148483072023632,0.7617698889188528,0.0357142857142857,0.625,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,9,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,55.0,25.0,0.45454545454545453,0.33025280252016564,0.5847730975813876,0.017857142857142905,0.44642857142857145,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,12,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,55.0,25.0,0.45454545454545453,0.33025280252016564,0.5847730975813876,0.017857142857142905,0.44642857142857145,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,18,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,56.0,15.0,0.26785714285714285,0.16957305418501728,0.39594555929155156,0.0,0.26785714285714285,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,24,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,56.0,15.0,0.26785714285714285,0.16957305418501728,0.39594555929155156,0.0,0.26785714285714285,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,calendar,36,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,56.0,7.0,0.125,0.06189068695717122,0.2362547655819014,0.0,0.125,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,cycle,3,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,53.0,40.0,0.7547169811320755,0.6243344231264808,0.8506709789194319,0.0535714285714286,0.7142857142857143,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,cycle,6,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,55.0,31.0,0.5636363636363636,0.43269816346414447,0.6862655763936809,0.017857142857142905,0.5535714285714286,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,cycle,12,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,56.0,18.0,0.32142857142857145,0.21400994792551523,0.45177360090261476,0.0,0.32142857142857145,True,unstable; not interpreted,,,,,,
window_false_positive,cycle_regularity:SD cycle length >=4 days,population,full,full_diary,H4_reddy2007_any_phase2x_any,strict_herzog,True,56,56.0,7.0,0.125,0.06189068695717122,0.2362547655819014,0.0,0.125,True,unstable; not interpreted,,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,calendar,1,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,calendar,3,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,calendar,4,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,calendar,6,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,calendar,9,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,calendar,12,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,calendar,18,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,calendar,24,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,calendar,36,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,cycle,3,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,cycle,6,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,cycle,12,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,full,full_diary,A_exact_any,luteal_anchored_ovulatory,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,calendar,1,A_exact_any,strict_herzog,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
participant_false_positive,any_window_per_participant,healthy_ovulatory,calendar,3,A_exact_any,strict_herzog,False,100,0.0,0.0,,,,1.0,0.0,False,,100.0,,,,,
