analysis,n_attempted_audit_participants,n_ratio_c3_applicable,n_nb_classifiable,positives,false_positive_rate_classifiable,wilson95_low,wilson95_high,positive_rate_all_attempted,reason_counts,multiplicity,effect_threshold,p_threshold_one_sided
Exploratory NB C3 calibration check,500,431,201,6,0.029850746268656716,0.013751200729656916,0.06358401701335273,0.012,"{""classifiable"": 201, ""fewer_than_required_complete_ilp_cycles"": 271, ""seizure_days_below_minimum"": 28}",Standalone exploratory C3 family; no cross-family adjustment,1.62,0.05
