cohort,feature,level,outcome,n_group,n_classifiable,positives,rate,wilson95_low,wilson95_high,interpretation_scope
population,age,"(21.38, 29.8]",label_A_windowed_C1_or_C2,10066,9985,1175,0.11767651477215824,0.11150282201596834,0.12414427164594208,Association between simulator inputs/realizations and simulated classification
population,age,"(21.38, 29.8]",label_A_windowed_C3,10066,6190,2951,0.4767366720516963,0.4643126069834491,0.4891895932399909,Association between simulator inputs/realizations and simulated classification
population,age,"(29.8, 38.1]",label_A_windowed_any,9954,9878,3678,0.37234257946952826,0.3628605629232486,0.3819238468945368,Association between simulator inputs/realizations and simulated classification
population,age,"(29.8, 38.1]",label_A_windowed_C1_or_C2,9954,9878,1124,0.11378821623810488,0.10767551096255529,0.12020119280814359,Association between simulator inputs/realizations and simulated classification
population,age,"(29.8, 38.1]",label_A_windowed_C3,9954,6241,2896,0.4640282006088768,0.4516814238912152,0.4764192327930635,Association between simulator inputs/realizations and simulated classification
population,age,"(38.1, 46.7]",label_A_windowed_any,10072,9972,3893,0.39039310068190936,0.3808621867242584,0.4000084286495327,Association between simulator inputs/realizations and simulated classification
population,age,"(38.1, 46.7]",label_A_windowed_C1_or_C2,10072,9972,1137,0.11401925391095066,0.10792913213084583,0.12040663966578931,Association between simulator inputs/realizations and simulated classification
population,age,"(38.1, 46.7]",label_A_windowed_C3,10072,7862,3184,0.4049860086491987,0.3941840763345012,0.41588074536049496,Association between simulator inputs/realizations and simulated classification
population,age,"(46.7, 54.9]",label_A_windowed_any,9908,9828,3096,0.315018315018315,0.3059082900139813,0.324272890670341,Association between simulator inputs/realizations and simulated classification
population,age,"(46.7, 54.9]",label_A_windowed_C1_or_C2,9908,9828,1142,0.1161986161986162,0.11001235522561992,0.12268479193679122,Association between simulator inputs/realizations and simulated classification
population,age,"(46.7, 54.9]",label_A_windowed_C3,9908,9600,2550,0.265625,0.25688503127537804,0.27455246492912727,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(-0.001, 0.75]",label_A_windowed_any,10268,9855,5132,0.5207508878741756,0.5108815752013415,0.5306040295432269,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(-0.001, 0.75]",label_A_windowed_C1_or_C2,10268,9855,3307,0.3355657026889904,0.32630882309223963,0.34495072464089893,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(-0.001, 0.75]",label_A_windowed_C3,10268,5660,3036,0.5363957597173145,0.5233840488823903,0.5493581002394506,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(0.75, 1.722]",label_A_windowed_any,9882,9882,3871,0.39172232341631247,0.3821419512809623,0.40138684503707156,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(0.75, 1.722]",label_A_windowed_C1_or_C2,9882,9882,1256,0.1270997773730014,0.12067715517186804,0.13381220411033257,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(0.75, 1.722]",label_A_windowed_C3,9882,7732,3156,0.4081738230729436,0.3972668092587099,0.4191720348464955,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(1.722, 3.083]",label_A_windowed_any,9966,9966,3110,0.31206100742524584,0.30303821776220463,0.32122862585086287,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(1.722, 3.083]",label_A_windowed_C1_or_C2,9966,9966,469,0.0470600040136464,0.04307402903126902,0.05139502172654536,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(1.722, 3.083]",label_A_windowed_C3,9966,8385,2863,0.34144305307096007,0.33136804426810024,0.3516632762005782,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(3.083, 4.0]",label_A_windowed_any,10094,10094,3099,0.30701406776302753,0.29809065191410894,0.31608431648007634,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(3.083, 4.0]",label_A_windowed_C1_or_C2,10094,10094,486,0.04814741430552804,0.044140305078179023,0.05249831445255984,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(3.083, 4.0]",label_A_windowed_C3,10094,8633,2832,0.3280435538051662,0.31821810504242387,0.33802196672967066,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(4.0, 7.278]",label_A_windowed_any,9790,9790,2543,0.25975485188968334,0.25116414539312426,0.26853402209524124,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(4.0, 7.278]",label_A_windowed_C1_or_C2,9790,9790,274,0.027987742594484166,0.024901073192913983,0.03144468869642979,Association between simulator inputs/realizations and simulated classification
population,seizure_days_per_month,"(4.0, 7.278]",label_A_windowed_C3,9790,8469,2365,0.27925374896682015,0.2698006492086092,0.28890701478202335,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(-0.001, 0.806]",label_A_windowed_any,10068,9655,5016,0.5195235629207664,0.5095520124685727,0.5294795837748579,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(-0.001, 0.806]",label_A_windowed_C1_or_C2,10068,9655,3220,0.33350595546349043,0.3241696090077942,0.342974736025017,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(-0.001, 0.806]",label_A_windowed_C3,10068,5531,2971,0.537154221659736,0.523992409185721,0.5502644603303882,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(0.806, 2.0]",label_A_windowed_any,10089,10089,3979,0.3943899296263257,0.38489547782274214,0.4039647743971516,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(0.806, 2.0]",label_A_windowed_C1_or_C2,10089,10089,1340,0.1328179205074834,0.12633518046819966,0.13958016852156732,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(0.806, 2.0]",label_A_windowed_C3,10089,7851,3214,0.4093746019615336,0.39854466836712615,0.42029317737933086,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(2.0, 4.028]",label_A_windowed_any,9945,9945,2990,0.3006535947712418,0.29171989724800623,0.30974123604961895,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(2.0, 4.028]",label_A_windowed_C1_or_C2,9945,9945,415,0.04172951231774761,0.0379730663459278,0.04583985421090807,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(2.0, 4.028]",label_A_windowed_C3,9945,8394,2769,0.3298784846318799,0.31990017037918006,0.3400124376398491,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(4.028, 8.639]",label_A_windowed_any,9918,9918,2310,0.23290986085904417,0.2246955821333506,0.24133095921094955,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(4.028, 8.639]",label_A_windowed_C1_or_C2,9918,9918,122,0.012300867110304496,0.010312623331488021,0.014666757749063172,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(4.028, 8.639]",label_A_windowed_C3,9918,8548,2232,0.2611137108095461,0.2519109945586031,0.2705310409181412,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(8.639, 240.75]",label_A_windowed_any,9980,9980,3460,0.3466933867735471,0.3374168388224879,0.35608790956306485,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(8.639, 240.75]",label_A_windowed_C1_or_C2,9980,9980,695,0.06963927855711423,0.06480923150144548,0.07480050334557971,Association between simulator inputs/realizations and simulated classification
population,seizures_per_month,"(8.639, 240.75]",label_A_windowed_C3,9980,8555,3066,0.35838690824079483,0.34829121532560126,0.36860972136567605,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(21.174999999999997, 27.897]",label_A_windowed_any,10059,9972,3776,0.3786602486963498,0.36918848540901955,0.38822546207706204,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(21.174999999999997, 27.897]",label_A_windowed_C1_or_C2,10059,9972,1051,0.10539510629763338,0.09951955909303675,0.11157455938442734,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(21.174999999999997, 27.897]",label_A_windowed_C3,10059,7051,3071,0.4355410580059566,0.42400605473681124,0.4471462588472915,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(27.897, 29.459]",label_A_windowed_any,10033,9948,3835,0.38550462404503416,0.3759862391728008,0.3951114004523841,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(27.897, 29.459]",label_A_windowed_C1_or_C2,10033,9948,1177,0.11831523924406916,0.11211525125639266,0.12480989155030367,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(27.897, 29.459]",label_A_windowed_C3,10033,6925,3062,0.44216606498194944,0.43050408886624847,0.4538921691863449,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(29.459, 31.029]",label_A_windowed_any,9973,9896,3730,0.3769199676637025,0.367421408731769,0.3865140446658669,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(29.459, 31.029]",label_A_windowed_C1_or_C2,9973,9896,1141,0.11529911075181892,0.10915524709424784,0.12174152719540751,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(29.459, 31.029]",label_A_windowed_C3,9973,7160,2980,0.41620111731843573,0.40483142571754344,0.4276606796845848,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(31.029, 33.576]",label_A_windowed_any,9947,9877,3433,0.3475751746481725,0.33824478448116013,0.35702408380818373,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(31.029, 33.576]",label_A_windowed_C1_or_C2,9947,9877,1160,0.11744456818872127,0.11124353102258708,0.12394306401646046,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(31.029, 33.576]",label_A_windowed_C3,9947,8145,2777,0.3409453652547575,0.3307279897753998,0.351312701150624,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(33.576, 57.421]",label_A_windowed_any,9988,9894,2981,0.3012937133616333,0.29233150820278986,0.31041015861832233,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(33.576, 57.421]",label_A_windowed_C1_or_C2,9988,9894,1263,0.12765312310491206,0.12122191855793873,0.13437335131437933,Association between simulator inputs/realizations and simulated classification
population,mean_cycle_length,"(33.576, 57.421]",label_A_windowed_C3,9988,9598,2362,0.24609293602833923,0.23757844254468286,0.25481059336024564,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(1.2160000000000002, 3.085]",label_A_windowed_any,10000,9908,3917,0.39533710133225675,0.38575234375829365,0.40500298575171206,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(1.2160000000000002, 3.085]",label_A_windowed_C1_or_C2,10000,9908,1126,0.11364553895841745,0.10754534039031682,0.1200452105877951,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(1.2160000000000002, 3.085]",label_A_windowed_C3,10000,6080,3125,0.5139802631578947,0.501412309425947,0.5265305620559396,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(3.085, 3.647]",label_A_windowed_any,10000,9928,3911,0.39393634165995167,0.384367676814175,0.4035870535616695,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(3.085, 3.647]",label_A_windowed_C1_or_C2,10000,9928,1125,0.11331587429492344,0.10722969680309347,0.11970117680836617,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(3.085, 3.647]",label_A_windowed_C3,10000,6536,3131,0.4790391676866585,0.4669440279952878,0.49115893188144755,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(3.647, 4.465]",label_A_windowed_any,10000,9909,3815,0.3850035321424967,0.3754690473377921,0.39462714461006887,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(3.647, 4.465]",label_A_windowed_C1_or_C2,10000,9909,1127,0.11373498839438893,0.10763291400586382,0.12013643630606018,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(3.647, 4.465]",label_A_windowed_C3,10000,7240,3099,0.42803867403314916,0.41668245045945423,0.4394712207765202,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(4.465, 6.201]",label_A_windowed_any,10000,9931,3191,0.3213170879065552,0.3122032693746204,0.33056908741533075,Association between simulator inputs/realizations and simulated classification
population,sd_cycle_length,"(4.465, 6.201]",label_A_windowed_C1_or_C2,10000,9931,1189,0.11972611016010472,0.11348777778659089,0.12625851999715132,Association between simulator inputs/realizations and simulated classification
