analysis,n_attempted_audit_participants,n_ratio_c3_applicable,n_nb_classifiable,positives,false_positive_rate_classifiable,wilson95_low,wilson95_high,positive_rate_all_attempted,reason_counts,multiplicity,effect_threshold,p_threshold_one_sided
Exploratory NB C3 calibration check,500,428,198,13,0.06565656565656566,0.03876806184820926,0.10907797035473767,0.026,"{""classifiable"": 198, ""fewer_than_required_complete_ilp_cycles"": 279, ""seizure_days_below_minimum"": 23}",Standalone exploratory C3 family; no cross-family adjustment,1.62,0.05
